fips_code,county,state,customers_out,run_start_time,Weekend,Season,hour,month,season,outage_id,duration_intervals,duration_minutes,duration_category,customer_outage_minutes,cluster,15min_interval
25025,Suffolk,Massachusetts,1.0,2020-11-01 12:45:00,1,2,12,11,Autumn,930,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-11-01 13:45:00,1,2,13,11,Autumn,931,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-11-01 17:30:00,1,2,17,11,Autumn,932,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-11-01 19:15:00,1,2,19,11,Autumn,933,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-11-01 22:15:00,1,2,22,11,Autumn,934,11,165,61-180min,165.0,0,"[165, 180)"
25025,Suffolk,Massachusetts,143.0,2020-11-02 06:45:00,0,2,6,11,Autumn,935,65,975,361-1440min,139425.0,3,"[975, 990)"
25025,Suffolk,Massachusetts,3.0,2020-11-02 23:15:00,0,2,23,11,Autumn,936,27,405,361-1440min,1215.0,1,"[405, 420)"
25025,Suffolk,Massachusetts,1.0,2020-11-03 14:30:00,0,2,14,11,Autumn,937,47,705,361-1440min,705.0,1,"[705, 720)"
25025,Suffolk,Massachusetts,1.0,2020-11-04 04:00:00,0,2,4,11,Autumn,938,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,25.0,2020-11-04 08:00:00,0,2,8,11,Autumn,939,6,90,61-180min,2250.0,0,"[90, 105)"
25025,Suffolk,Massachusetts,26.0,2020-11-04 14:30:00,0,2,14,11,Autumn,940,47,705,361-1440min,18330.0,1,"[705, 720)"
25025,Suffolk,Massachusetts,1.0,2020-11-05 02:45:00,0,2,2,11,Autumn,941,3,45,0-60min,45.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,1.0,2020-11-05 04:45:00,0,2,4,11,Autumn,942,27,405,361-1440min,405.0,1,"[405, 420)"
25025,Suffolk,Massachusetts,1.0,2020-11-05 13:00:00,0,2,13,11,Autumn,943,128,1920,>1440min,1920.0,3,"[1920, 1935)"
25025,Suffolk,Massachusetts,27.0,2020-11-09 14:45:00,0,2,14,11,Autumn,944,90,1350,361-1440min,36450.0,3,"[1350, 1365)"
25025,Suffolk,Massachusetts,1.0,2020-11-10 14:30:00,0,2,14,11,Autumn,945,43,645,361-1440min,645.0,1,"[645, 660)"
25025,Suffolk,Massachusetts,90.0,2020-11-11 01:30:00,0,2,1,11,Autumn,946,12,180,61-180min,16200.0,0,"[180, 195)"
25025,Suffolk,Massachusetts,1.0,2020-11-11 12:45:00,0,2,12,11,Autumn,947,17,255,181-360min,255.0,0,"[255, 270)"
25025,Suffolk,Massachusetts,1.0,2020-11-11 17:15:00,0,2,17,11,Autumn,948,5,75,61-180min,75.0,0,"[75, 90)"
25025,Suffolk,Massachusetts,1.0,2020-11-11 19:30:00,0,2,19,11,Autumn,949,3,45,0-60min,45.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,1.0,2020-11-11 21:45:00,0,2,21,11,Autumn,950,8,120,61-180min,120.0,0,"[120, 135)"
25025,Suffolk,Massachusetts,202.0,2020-11-12 08:30:00,0,2,8,11,Autumn,951,24,360,181-360min,72720.0,1,"[360, 375)"
25025,Suffolk,Massachusetts,2.0,2020-11-12 17:30:00,0,2,17,11,Autumn,952,36,540,361-1440min,1080.0,1,"[540, 555)"
25025,Suffolk,Massachusetts,47.0,2020-11-13 04:30:00,0,2,4,11,Autumn,953,7,105,61-180min,4935.0,0,"[105, 120)"
25025,Suffolk,Massachusetts,227.0,2020-11-13 08:00:00,0,2,8,11,Autumn,954,10,150,61-180min,34050.0,0,"[150, 165)"
25025,Suffolk,Massachusetts,1.0,2020-11-13 15:45:00,0,2,15,11,Autumn,955,19,285,181-360min,285.0,0,"[285, 300)"
25025,Suffolk,Massachusetts,1.0,2020-11-13 23:00:00,0,2,23,11,Autumn,956,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-11-14 01:30:00,1,2,1,11,Autumn,957,3,45,0-60min,45.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,2.0,2020-11-14 02:30:00,1,2,2,11,Autumn,958,87,1305,361-1440min,2610.0,3,"[1305, 1320)"
25025,Suffolk,Massachusetts,15.0,2020-11-15 07:00:00,1,2,7,11,Autumn,959,8,120,61-180min,1800.0,0,"[120, 135)"
25025,Suffolk,Massachusetts,1.0,2020-11-15 10:45:00,1,2,10,11,Autumn,960,3,45,0-60min,45.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,1.0,2020-11-15 14:15:00,1,2,14,11,Autumn,961,6,90,61-180min,90.0,0,"[90, 105)"
25025,Suffolk,Massachusetts,1.0,2020-11-15 17:00:00,1,2,17,11,Autumn,962,11,165,61-180min,165.0,0,"[165, 180)"
25025,Suffolk,Massachusetts,1.0,2020-11-15 22:00:00,1,2,22,11,Autumn,963,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-11-16 03:30:00,0,2,3,11,Autumn,964,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-11-16 04:15:00,0,2,4,11,Autumn,965,16,240,181-360min,240.0,0,"[240, 255)"
25025,Suffolk,Massachusetts,1.0,2020-11-16 13:45:00,0,2,13,11,Autumn,966,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-11-16 14:30:00,0,2,14,11,Autumn,967,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-11-16 15:31:00,0,2,15,11,Autumn,968,90,1350,361-1440min,1350.0,3,"[1350, 1365)"
25025,Suffolk,Massachusetts,12.0,2020-11-17 14:30:00,0,2,14,11,Autumn,969,25,375,361-1440min,4500.0,1,"[375, 390)"
25025,Suffolk,Massachusetts,1.0,2020-11-17 21:30:00,0,2,21,11,Autumn,970,8,120,61-180min,120.0,0,"[120, 135)"
25025,Suffolk,Massachusetts,1.0,2020-11-18 00:45:00,0,2,0,11,Autumn,971,13,195,181-360min,195.0,0,"[195, 210)"
25025,Suffolk,Massachusetts,1.0,2020-11-18 04:15:00,0,2,4,11,Autumn,972,9,135,61-180min,135.0,0,"[135, 150)"
25025,Suffolk,Massachusetts,1.0,2020-11-18 13:45:00,0,2,13,11,Autumn,973,9,135,61-180min,135.0,0,"[135, 150)"
25025,Suffolk,Massachusetts,2.0,2020-11-18 17:00:00,0,2,17,11,Autumn,974,80,1200,361-1440min,2400.0,3,"[1200, 1215)"
25025,Suffolk,Massachusetts,1.0,2020-11-19 16:30:00,0,2,16,11,Autumn,975,75,1125,361-1440min,1125.0,3,"[1125, 1140)"
25025,Suffolk,Massachusetts,1.0,2020-11-20 13:15:00,0,2,13,11,Autumn,976,52,780,361-1440min,780.0,1,"[780, 795)"
25025,Suffolk,Massachusetts,79.0,2020-11-21 03:00:00,1,2,3,11,Autumn,977,10,150,61-180min,11850.0,0,"[150, 165)"
25025,Suffolk,Massachusetts,40.0,2020-11-21 08:45:00,1,2,8,11,Autumn,978,40,600,361-1440min,24000.0,1,"[600, 615)"
25025,Suffolk,Massachusetts,1.0,2020-11-22 16:15:00,1,2,16,11,Autumn,979,8,120,61-180min,120.0,0,"[120, 135)"
25025,Suffolk,Massachusetts,1.0,2020-11-22 21:30:00,1,2,21,11,Autumn,980,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-11-22 23:00:00,1,2,23,11,Autumn,981,7,105,61-180min,105.0,0,"[105, 120)"
25025,Suffolk,Massachusetts,51.0,2020-11-23 01:15:00,0,2,1,11,Autumn,982,96,1440,361-1440min,73440.0,3,"[1440, 1455)"
25025,Suffolk,Massachusetts,9.0,2020-11-24 02:00:00,0,2,2,11,Autumn,983,6,90,61-180min,810.0,0,"[90, 105)"
25025,Suffolk,Massachusetts,1.0,2020-11-24 14:45:00,0,2,14,11,Autumn,984,22,330,181-360min,330.0,1,"[330, 345)"
25025,Suffolk,Massachusetts,1.0,2020-11-24 21:30:00,0,2,21,11,Autumn,985,28,420,361-1440min,420.0,1,"[420, 435)"
25025,Suffolk,Massachusetts,564.0,2020-11-25 05:45:00,0,2,5,11,Autumn,986,1,15,0-60min,8460.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,18.0,2020-11-25 06:45:00,0,2,6,11,Autumn,987,3,45,0-60min,810.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,30.0,2020-11-25 15:00:00,0,2,15,11,Autumn,988,5,75,61-180min,2250.0,0,"[75, 90)"
25025,Suffolk,Massachusetts,1.0,2020-11-25 17:00:00,0,2,17,11,Autumn,989,38,570,361-1440min,570.0,1,"[570, 585)"
25025,Suffolk,Massachusetts,22.0,2020-11-26 12:30:00,0,2,12,11,Autumn,990,4,60,0-60min,1320.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-11-26 16:45:00,0,2,16,11,Autumn,991,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-11-26 20:45:00,0,2,20,11,Autumn,992,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-11-26 22:15:00,0,2,22,11,Autumn,993,6,90,61-180min,90.0,0,"[90, 105)"
25025,Suffolk,Massachusetts,,2020-11-27 07:45:00,0,2,7,11,Autumn,994,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 08:45:00,0,2,8,11,Autumn,995,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 09:45:00,0,2,9,11,Autumn,996,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 10:45:00,0,2,10,11,Autumn,997,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 11:45:00,0,2,11,11,Autumn,998,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 12:45:00,0,2,12,11,Autumn,999,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 13:45:00,0,2,13,11,Autumn,1000,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,2.0,2020-11-27 14:15:00,0,2,14,11,Autumn,1001,24,360,181-360min,720.0,1,"[360, 375)"
25025,Suffolk,Massachusetts,,2020-11-27 20:45:00,0,2,20,11,Autumn,1002,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 21:45:00,0,2,21,11,Autumn,1003,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 22:45:00,0,2,22,11,Autumn,1004,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-27 23:45:00,0,2,23,11,Autumn,1005,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 00:45:00,1,2,0,11,Autumn,1006,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 01:45:00,1,2,1,11,Autumn,1007,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 02:45:00,1,2,2,11,Autumn,1008,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 03:45:00,1,2,3,11,Autumn,1009,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 04:45:00,1,2,4,11,Autumn,1010,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 05:45:00,1,2,5,11,Autumn,1011,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 06:45:00,1,2,6,11,Autumn,1012,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 07:45:00,1,2,7,11,Autumn,1013,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 08:45:00,1,2,8,11,Autumn,1014,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 09:45:00,1,2,9,11,Autumn,1015,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 10:45:00,1,2,10,11,Autumn,1016,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 11:45:00,1,2,11,11,Autumn,1017,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 12:45:00,1,2,12,11,Autumn,1018,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 13:45:00,1,2,13,11,Autumn,1019,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 14:45:00,1,2,14,11,Autumn,1020,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 15:45:00,1,2,15,11,Autumn,1021,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 16:45:00,1,2,16,11,Autumn,1022,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 17:45:00,1,2,17,11,Autumn,1023,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 18:45:00,1,2,18,11,Autumn,1024,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 19:45:00,1,2,19,11,Autumn,1025,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 20:45:00,1,2,20,11,Autumn,1026,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 21:45:00,1,2,21,11,Autumn,1027,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 22:45:00,1,2,22,11,Autumn,1028,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-28 23:45:00,1,2,23,11,Autumn,1029,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 00:45:00,1,2,0,11,Autumn,1030,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 01:45:00,1,2,1,11,Autumn,1031,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,36.0,2020-11-29 02:30:00,1,2,2,11,Autumn,1032,2,30,0-60min,1080.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,,2020-11-29 03:45:00,1,2,3,11,Autumn,1033,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 04:45:00,1,2,4,11,Autumn,1034,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 05:45:00,1,2,5,11,Autumn,1035,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 06:45:00,1,2,6,11,Autumn,1036,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 07:45:00,1,2,7,11,Autumn,1037,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 08:45:00,1,2,8,11,Autumn,1038,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 09:45:00,1,2,9,11,Autumn,1039,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 10:45:00,1,2,10,11,Autumn,1040,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 11:45:00,1,2,11,11,Autumn,1041,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 12:45:00,1,2,12,11,Autumn,1042,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 13:45:00,1,2,13,11,Autumn,1043,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 14:45:00,1,2,14,11,Autumn,1044,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 15:45:00,1,2,15,11,Autumn,1045,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 16:45:00,1,2,16,11,Autumn,1046,2,30,0-60min,,0,"[30, 45)"
25025,Suffolk,Massachusetts,,2020-11-29 17:45:00,1,2,17,11,Autumn,1047,5,75,61-180min,,0,"[75, 90)"
25025,Suffolk,Massachusetts,,2020-11-29 19:45:00,1,2,19,11,Autumn,1048,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 20:45:00,1,2,20,11,Autumn,1049,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 21:45:00,1,2,21,11,Autumn,1050,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 22:45:00,1,2,22,11,Autumn,1051,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-29 23:45:00,1,2,23,11,Autumn,1052,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 00:45:00,0,2,0,11,Autumn,1053,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 01:45:00,0,2,1,11,Autumn,1054,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 02:45:00,0,2,2,11,Autumn,1055,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 03:45:00,0,2,3,11,Autumn,1056,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 04:45:00,0,2,4,11,Autumn,1057,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 05:45:00,0,2,5,11,Autumn,1058,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 06:45:00,0,2,6,11,Autumn,1059,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 07:45:00,0,2,7,11,Autumn,1060,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 08:45:00,0,2,8,11,Autumn,1061,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 09:45:00,0,2,9,11,Autumn,1062,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 10:45:00,0,2,10,11,Autumn,1063,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 11:45:00,0,2,11,11,Autumn,1064,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 12:45:00,0,2,12,11,Autumn,1065,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,,2020-11-30 13:45:00,0,2,13,11,Autumn,1066,1,15,0-60min,,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-11-30 14:45:00,0,2,14,11,Autumn,1067,11,165,61-180min,165.0,0,"[165, 180)"
25025,Suffolk,Massachusetts,1.0,2020-11-30 18:00:00,0,2,18,11,Autumn,1068,181,2715,>1440min,2715.0,3,"[2715, 2730)"
25025,Suffolk,Massachusetts,1.0,2020-12-02 15:30:00,0,3,15,12,Winter,1069,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,176.0,2020-12-02 17:45:00,0,3,17,12,Winter,1070,119,1785,>1440min,314160.0,3,"[1785, 1800)"
25025,Suffolk,Massachusetts,21.0,2020-12-04 01:15:00,0,3,1,12,Winter,1071,2,30,0-60min,630.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-12-04 13:45:00,0,3,13,12,Winter,1072,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-04 16:00:00,0,3,16,12,Winter,1073,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-04 17:00:00,0,3,17,12,Winter,1074,17,255,181-360min,255.0,0,"[255, 270)"
25025,Suffolk,Massachusetts,1.0,2020-12-04 21:30:00,0,3,21,12,Winter,1075,17,255,181-360min,255.0,0,"[255, 270)"
25025,Suffolk,Massachusetts,19.0,2020-12-05 07:30:00,1,3,7,12,Winter,1076,12,180,61-180min,3420.0,0,"[180, 195)"
25025,Suffolk,Massachusetts,1.0,2020-12-05 13:45:00,1,3,13,12,Winter,1077,7,105,61-180min,105.0,0,"[105, 120)"
25025,Suffolk,Massachusetts,26.0,2020-12-05 17:00:00,1,3,17,12,Winter,1078,55,825,361-1440min,21450.0,1,"[825, 840)"
25025,Suffolk,Massachusetts,447.0,2020-12-06 07:15:00,1,3,7,12,Winter,1079,1,15,0-60min,6705.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,39.0,2020-12-06 07:45:00,1,3,7,12,Winter,1080,27,405,361-1440min,15795.0,1,"[405, 420)"
25025,Suffolk,Massachusetts,2.0,2020-12-06 16:15:00,1,3,16,12,Winter,1081,4,60,0-60min,120.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,2.0,2020-12-06 17:30:00,1,3,17,12,Winter,1082,3,45,0-60min,90.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,1.0,2020-12-06 18:45:00,1,3,18,12,Winter,1083,5,75,61-180min,75.0,0,"[75, 90)"
25025,Suffolk,Massachusetts,2.0,2020-12-06 20:30:00,1,3,20,12,Winter,1084,9,135,61-180min,270.0,0,"[135, 150)"
25025,Suffolk,Massachusetts,1.0,2020-12-07 03:30:00,0,3,3,12,Winter,1085,9,135,61-180min,135.0,0,"[135, 150)"
25025,Suffolk,Massachusetts,1.0,2020-12-07 13:15:00,0,3,13,12,Winter,1086,24,360,181-360min,360.0,1,"[360, 375)"
25025,Suffolk,Massachusetts,1.0,2020-12-07 21:30:00,0,3,21,12,Winter,1087,7,105,61-180min,105.0,0,"[105, 120)"
25025,Suffolk,Massachusetts,125.0,2020-12-08 10:30:00,0,3,10,12,Winter,1088,17,255,181-360min,31875.0,0,"[255, 270)"
25025,Suffolk,Massachusetts,1.0,2020-12-08 15:45:00,0,3,15,12,Winter,1089,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,35.0,2020-12-08 17:30:00,0,3,17,12,Winter,1090,5,75,61-180min,2625.0,0,"[75, 90)"
25025,Suffolk,Massachusetts,1.0,2020-12-08 19:00:00,0,3,19,12,Winter,1091,9,135,61-180min,135.0,0,"[135, 150)"
25025,Suffolk,Massachusetts,1.0,2020-12-08 21:45:00,0,3,21,12,Winter,1092,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-09 00:00:00,0,3,0,12,Winter,1093,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-09 01:45:00,0,3,1,12,Winter,1094,12,180,61-180min,180.0,0,"[180, 195)"
25025,Suffolk,Massachusetts,69.0,2020-12-09 07:00:00,0,3,7,12,Winter,1095,16,240,181-360min,16560.0,0,"[240, 255)"
25025,Suffolk,Massachusetts,1.0,2020-12-09 14:15:00,0,3,14,12,Winter,1096,11,165,61-180min,165.0,0,"[165, 180)"
25025,Suffolk,Massachusetts,1.0,2020-12-09 18:30:00,0,3,18,12,Winter,1097,67,1005,361-1440min,1005.0,3,"[1005, 1020)"
25025,Suffolk,Massachusetts,1.0,2020-12-10 11:45:00,0,3,11,12,Winter,1098,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,1.0,2020-12-10 14:15:00,0,3,14,12,Winter,1099,41,615,361-1440min,615.0,1,"[615, 630)"
25025,Suffolk,Massachusetts,1.0,2020-12-11 00:45:00,0,3,0,12,Winter,1100,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-11 05:00:00,0,3,5,12,Winter,1101,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-12-11 16:30:00,0,3,16,12,Winter,1102,2,30,0-60min,30.0,0,"[30, 45)"
25025,Suffolk,Massachusetts,35.0,2020-12-11 17:45:00,0,3,17,12,Winter,1103,33,495,361-1440min,17325.0,1,"[495, 510)"
25025,Suffolk,Massachusetts,1.0,2020-12-12 05:00:00,1,3,5,12,Winter,1104,3,45,0-60min,45.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,297.0,2020-12-12 07:00:00,1,3,7,12,Winter,1105,10,150,61-180min,44550.0,0,"[150, 165)"
25025,Suffolk,Massachusetts,1.0,2020-12-12 14:45:00,1,3,14,12,Winter,1106,17,255,181-360min,255.0,0,"[255, 270)"
25025,Suffolk,Massachusetts,1.0,2020-12-12 19:15:00,1,3,19,12,Winter,1107,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,35.0,2020-12-13 00:15:00,1,3,0,12,Winter,1108,6,90,61-180min,3150.0,0,"[90, 105)"
25025,Suffolk,Massachusetts,126.0,2020-12-13 06:45:00,1,3,6,12,Winter,1109,8,120,61-180min,15120.0,0,"[120, 135)"
25025,Suffolk,Massachusetts,1.0,2020-12-13 15:30:00,1,3,15,12,Winter,1110,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-13 21:00:00,1,3,21,12,Winter,1111,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-13 23:45:00,1,3,23,12,Winter,1112,7,105,61-180min,105.0,0,"[105, 120)"
25025,Suffolk,Massachusetts,1.0,2020-12-14 02:00:00,0,3,2,12,Winter,1113,3,45,0-60min,45.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,1.0,2020-12-14 13:15:00,0,3,13,12,Winter,1114,5,75,61-180min,75.0,0,"[75, 90)"
25025,Suffolk,Massachusetts,1.0,2020-12-14 17:00:00,0,3,17,12,Winter,1115,8,120,61-180min,120.0,0,"[120, 135)"
25025,Suffolk,Massachusetts,1.0,2020-12-14 19:45:00,0,3,19,12,Winter,1116,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-14 23:30:00,0,3,23,12,Winter,1117,13,195,181-360min,195.0,0,"[195, 210)"
25025,Suffolk,Massachusetts,1.0,2020-12-15 11:00:00,0,3,11,12,Winter,1118,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-15 12:15:00,0,3,12,12,Winter,1119,22,330,181-360min,330.0,1,"[330, 345)"
25025,Suffolk,Massachusetts,81.0,2020-12-15 18:45:00,0,3,18,12,Winter,1120,3,45,0-60min,3645.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,1.0,2020-12-15 21:00:00,0,3,21,12,Winter,1121,1,15,0-60min,15.0,0,"[15, 30)"
25025,Suffolk,Massachusetts,1.0,2020-12-15 22:45:00,0,3,22,12,Winter,1122,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-12-16 00:15:00,0,3,0,12,Winter,1123,4,60,0-60min,60.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,2.0,2020-12-16 02:15:00,0,3,2,12,Winter,1124,3,45,0-60min,90.0,0,"[45, 60)"
25025,Suffolk,Massachusetts,81.0,2020-12-16 04:45:00,0,3,4,12,Winter,1125,4,60,0-60min,4860.0,0,"[60, 75)"
25025,Suffolk,Massachusetts,1.0,2020-12-16 06:30:00,0,3,6,12,Winter,1126,1,15,0-60min,15.0,0,"[15, 30)"
