Time_Index,solar_pv,rolling_avg,max_480_rolling
2930,0.0,0.0644909484375,0.0
2931,0.0,0.0644909484375,0.0
2932,0.0,0.0644909484375,0.0
2933,0.0,0.0644909484375,0.0
2934,0.00035,0.0644909484375,0.00035
2935,0.01184975,0.06449157291666667,0.01184975
2936,0.04315825,0.06448907395833334,0.04315825
2937,0.089377,0.06445342291666667,0.089377
2938,0.13574775,0.06437609166666666,0.13574775
2939,0.17429025,0.064271453125,0.17429025
2940,0.1981155,0.06417405520833334,0.1981155
2941,0.2066145,0.06409628385416667,0.2066145
2942,0.196055,0.0640067375,0.196055
2943,0.17930325,0.0639473703125,0.17930325
2944,0.145971,0.06387250260416667,0.145971
2945,0.09942575,0.06381198072916666,0.09942575
2946,0.05995,0.06375618749999999,0.05995
2947,0.02299925,0.063727853125,0.02299925
2948,0.002751,0.06373181302083333,0.002751
2949,0.0,0.06373681458333333,0.0
2950,0.0,0.06373681458333333,0.0
2951,0.0,0.06373681458333333,0.0
2952,0.0,0.06373681458333333,0.0
2953,0.0,0.06373681458333333,0.0
2954,0.0,0.06373681458333333,0.0
2955,0.0,0.06373681458333333,0.0
2956,0.0,0.06373681458333333,0.0
2957,0.0,0.06373681458333333,0.0
2958,0.0004,0.06373681458333333,0.0004
2959,0.01119275,0.0637390015625,0.01119275
2960,0.0423105,0.06375879375,0.0423105
2961,0.08525575,0.06378631927083334,0.08525575
2962,0.12249,0.0638115359375,0.12249
2963,0.136014,0.06384499635416667,0.136014
2964,0.15465625,0.06388261354166666,0.15465625
2965,0.18010775,0.063876040625,0.18010775
2966,0.17857925,0.0638273296875,0.17857925
2967,0.17048975,0.0637570625,0.17048975
2968,0.138207,0.06369722500000001,0.138207
2969,0.09489675,0.06364459739583334,0.09489675
2970,0.055296,0.06363421041666667,0.055296
2971,0.0219555,0.06365962604166667,0.0219555
2972,0.0033,0.06368730625,0.0033
2973,0.0,0.0636998046875,0.0
2974,0.0,0.0636998046875,0.0
2975,0.0,0.0636998046875,0.0
2976,0.0,0.0636998046875,0.0
2977,0.0,0.0636998046875,0.0
2978,0.0,0.0636998046875,0.0
2979,0.0,0.0636998046875,0.0
2980,0.0,0.0636998046875,0.0
2981,0.0,0.0636998046875,0.0
2982,0.00014975,0.0636998046875,0.00014975
2983,0.00780075,0.0637015765625,0.00780075
2984,0.0320575,0.06371950364583333,0.0320575
2985,0.0545025,0.06376989635416666,0.0545025
2986,0.068604,0.06383677395833334,0.068604
2987,0.086424,0.0638979515625,0.086424
2988,0.101411,0.06389989635416667,0.101411
2989,0.11548975,0.06385765364583333,0.11548975
2990,0.13538225,0.06378570572916667,0.13538225
2991,0.15009325,0.06369424947916666,0.15009325
2992,0.1325655,0.06362021145833334,0.1325655
2993,0.0982645,0.06355225,0.0982645
2994,0.0589505,0.06351356875,0.0589505
2995,0.02354125,0.06349416875,0.02354125
2996,0.00415075,0.06349978333333334,0.00415075
2997,0.0,0.0635037359375,0.0
2998,0.0,0.0635037359375,0.0
2999,0.0,0.0635037359375,0.0
3000,0.0,0.0635037359375,0.0
3001,0.0,0.0635037359375,0.0
3002,0.0,0.0635037359375,0.0
3003,0.0,0.0635037359375,0.0
3004,0.0,0.0635037359375,0.0
3005,0.0,0.0635037359375,0.0
3006,0.00054925,0.0635037359375,0.00054925
3007,0.015743,0.06350446614583333,0.015743
3008,0.05316225,0.06350101875,0.05316225
3009,0.108927,0.06346353020833334,0.108927
3010,0.15927625,0.0633510234375,0.15927625
3011,0.1970695,0.06313555416666666,0.1970695
3012,0.21747,0.06284067447916668,0.21747
3013,0.22655625,0.06250087291666667,0.22655625
3014,0.223593,0.06213719791666667,0.223593
3015,0.20721925,0.06175843072916667,0.20721925
3016,0.17406625,0.061404988020833336,0.17406625
3017,0.12608425,0.061099043229166664,0.12608425
3018,0.0676825,0.0608833796875,0.0676825
3019,0.0256,0.060770178125,0.0256
3020,0.0043025,0.060733178125,0.0043025
3021,0.0,0.06073130208333333,0.0
3022,0.0,0.06073130208333333,0.0
3023,0.0,0.06073130208333333,0.0
3024,0.0,0.06073130208333333,0.0
3025,0.0,0.06073130208333333,0.0
3026,0.0,0.06073130208333333,0.0
3027,0.0,0.06073130208333333,0.0
3028,0.0,0.06073130208333333,0.0
3029,0.0,0.06073130208333333,0.0
3030,0.0006995,0.06073130208333333,0.0006995
3031,0.01345,0.06073192708333333,0.01345
3032,0.04703975,0.06073379270833333,0.04703975
3033,0.09650025,0.060705566666666676,0.09650025
3034,0.1486475,0.060624444270833334,0.1486475
3035,0.1908495,0.06048590364583333,0.1908495
3036,0.21789675,0.060332579687500006,0.21789675
3037,0.22654025,0.060134991666666665,0.22654025
3038,0.22359475,0.05992092500000001,0.22359475
3039,0.207011,0.0597117640625,0.207011
3040,0.17398725,0.059540579687500005,0.17398725
3041,0.12381925,0.05940200677083333,0.12381925
3042,0.06782025,0.059327771875,0.06782025
3043,0.02625525,0.059302173958333336,0.02625525
3044,0.0046,0.059306656770833334,0.0046
3045,0.0,0.059312388541666664,0.0
3046,0.0,0.059312388541666664,0.0
3047,0.0,0.059312388541666664,0.0
3048,0.0,0.059312388541666664,0.0
3049,0.0,0.059312388541666664,0.0
3050,0.0,0.059312388541666664,0.0
3051,0.0,0.059312388541666664,0.0
3052,0.0,0.059312388541666664,0.0
3053,0.0,0.059312388541666664,0.0
3054,0.0006,0.059312388541666664,0.0006
3055,0.0134505,0.059313010937499994,0.0134505
3056,0.044445,0.059309789583333335,0.044445
3057,0.095797,0.059274228125,0.095797
3058,0.1486485,0.05916698854166667,0.1486485
3059,0.19084775,0.058980971874999996,0.19084775
3060,0.2178965,0.05872520885416667,0.2178965
3061,0.2265405,0.05842086666666667,0.2265405
3062,0.22359275,0.05808203802083333,0.22359275
3063,0.206959,0.05773752083333334,0.206959
3064,0.1717485,0.057398955729166666,0.1717485
3065,0.12497525,0.05710251770833333,0.12497525
3066,0.070035,0.05688343072916666,0.070035
3067,0.0262565,0.05676973125,0.0262565
3068,0.00475025,0.05673638854166666,0.00475025
3069,0.0,0.05673441197916666,0.0
3070,0.0,0.05673441197916666,0.0
3071,0.0,0.05673441197916666,0.0
3072,0.0,0.05673441197916666,0.0
3073,0.0,0.05673441197916666,0.0
3074,0.0,0.05673441197916666,0.0
3075,0.0,0.05673441197916666,0.0
3076,0.0,0.05673441197916666,0.0
3077,0.0,0.05673441197916666,0.0
3078,0.00045025,0.05673441197916666,0.00045025
3079,0.011651,0.05673659427083333,0.011651
3080,0.042144,0.05674689010416667,0.042144
3081,0.08660275,0.056750471875,0.08660275
3082,0.136355,0.05672886093749999,0.136355
